1.40371552491214E+018,0.515342,1.996723,0.971077,0.161904,0.790015,-0.205283,0.554546
1.40371552492214E+018,0.515292,1.996597,0.971028,0.161869,0.790012,-0.205215,0.554587
1.40371552493214E+018,0.515214,1.996438,0.970981,0.16199,0.789949,-0.205355,0.554589
1.40371552494214E+018,0.515143,1.99629,0.970924,0.162069,0.789905,-0.205534,0.554562
1.40371552495214E+018,0.515106,1.996191,0.970863,0.161995,0.789933,-0.205509,0.554554
1.40371552496214E+018,0.515098,1.996129,0.970804,0.161838,0.789978,-0.20535,0.554594
1.40371552497214E+018,0.515067,1.996044,0.970755,0.16176,0.789979,-0.205304,0.554632
1.40371552498214E+018,0.515013,1.995929,0.970709,0.161836,0.78995,-0.205419,0.554609
1.40371552499214E+018,0.514962,1.995826,0.970668,0.161956,0.789933,-0.205495,0.554569
1.40371552500214E+018,0.514936,1.995769,0.970636,0.161858,0.789935,-0.205406,0.554629
1.40371552501214E+018,0.514923,1.995715,0.970619,0.161765,0.789926,-0.205403,0.554669
1.40371552502214E+018,0.514861,1.99561,0.970584,0.161965,0.789883,-0.205629,0.554589
1.40371552503214E+018,0.514823,1.995544,0.970555,0.16207,0.789861,-0.205689,0.554567
1.40371552504214E+018,0.514843,1.995562,0.970528,0.161759,0.789916,-0.205396,0.554688
1.40371552505214E+018,0.514841,1.995542,0.970493,0.161559,0.790005,-0.205211,0.554688
1.40371552506214E+018,0.51475,1.995386,0.970449,0.161689,0.78998,-0.205351,0.554634
1.40371552507214E+018,0.514684,1.995288,0.970422,0.161864,0.789912,-0.20558,0.554595
1.40371552508214E+018,0.514653,1.995244,0.970388,0.161834,0.789922,-0.205627,0.554572
1.40371552509214E+018,0.514659,1.995249,0.970357,0.161632,0.789985,-0.205493,0.554591
1.40371552510214E+018,0.514663,1.995254,0.970343,0.161424,0.790001,-0.205395,0.554666
1.40371552511214E+018,0.514563,1.995107,0.970332,0.161522,0.789951,-0.205531,0.554657
1.40371552512214E+018,0.514516,1.99503,0.970309,0.161716,0.789913,-0.205739,0.554578
1.40371552513214E+018,0.514496,1.994999,0.970294,0.161757,0.789903,-0.205736,0.554581
